A Million Blocks Away;;;Миллион блоков спустя
Travel a million blocks away from spawn;;;Пропутешествуйте миллион блоков от спавна
Poglin!;;;Хоглин!
Obtain a stack of Piglin Heads;;;Получите стак голов Пиглина.
%1$s has reached the goal %2$s%3$s%4$s;;;%1$s достиг цели %2$s%3$s%4$s
A Mangrove Grove;;;Мангровая роща
Plant a Mangrove Propagule in a Grove biome;;;Посадите мангровые деревья в биоме Роща
Farming;;;Сельское хозяйство
%1$s has made the advancement %2$s%3$s%4$s;;;%1$s получил достижение %2$s%3$s%4$s
It's full of ink;;;Они полны чернил
Obtain some ink from hunting a squid;;;Получите немного чернильных мешков, охотясь на спрутов
Souperman;;;СУПермен
Beetroot soup gives you souperpowers!;;;Свекольный суп придаст Вам СУПерсил!
Squid Game;;;Игра в кальмара
Hunt enough Squids to collect a stack of Ink Sacs;;;Получите стак чернильных мешков
The Pie;;;Пирог
Bake a pumpkin pie;;;Приготовьте тыквенный пирог
%1$s has completed the challenge %2$s%3$s%4$s;;;%1$s завершил испытание %2$s%3$s%4$s
A Gluttonous Diet;;;Прожорливая диета
Obtain a full stack of all the foods;;;Заполучите по стаку каждого вида еды
Die, Potato!;;;Умри, Мр. Картошка!
Squash and eat a potato;;;Раздавите и съешьте картошку
Suspicious Looking Stew;;;Какой-то подозрительный суп
Slurp some suspicious stew and pray you don't suddenly see giant flying eyeballs in the sky;;;Испробуйте подозрительный суп на вкус, надеясь, что не увидите гигантские летающие глаза в небе
The Lie;;;Это ложь
Wheat, sugar, milk and eggs!;;;Пшеница, сахар, молоко и яйца!
An amazing story!;;;Удивительная история!
Finish writing in your book or get a book from another player;;;Закончите написание своей книги или возьмите её у другого игрока
Hot Chocolate;;;Горячий шоколад
Plant some cocoa in the nice steamy Nether;;;Посадите немного какао в прекрасном горячем Аду
Must be your birthday;;;Сахарный диабет
Eat 100 slices of cake;;;Съешьте 100 кусочков торта
Scientific Inaccuracy;;;Научная неточность
Craft 9 melon slices back into a block that, when broken, will probably not give you all 9 slices back;;;Создайте из девяти ломтиков арбуза блок, который, будучи сломанным, не вернёт Вам все девять ломтиков арбуза назад
Yay! Deadbush!;;;Ура! Мёртвый куст!
Get a deadbush cause you're a noob;;;Заполучите мёртвый куст, потому что Вы — нуб
Me Love Cookie;;;Я люблю печенье
Bake some cookies... and then scoff them all yourself;;;Испеките несколько печенек… и затем съешьте их сами
The garbage will do!;;;Переработка мусора
Craft a composter using wooden slabs then place it;;;Создайте компостницу, используя деревянные плиты, а затем поставьте её
Mushroom, Mushroom!;;;Грибочек, грибочек!
Slurp some mushroom stew;;;Испытайте на вкус грибной суп
Full Stomach;;;Полный желудок
Fill both your hunger bar and saturation level;;;Заполните показатель голода и уровень насыщения до максимума
Kelp me!;;;Огурчи меня!
Collect some kelp from an ocean;;;Соберите немного ламинарий с морского дна
Meat Lovers;;;Мясной фанат
Eat every type of meat, even if uncooked or rotten;;;Съешьте всё доступное мясо в игре, даже если оно сырое или это гнилая плоть
Berry Nice!;;;Спелые сочные ягоды
Pick and eat some sweet berries;;;Подберите и скушайте сладкие ягоды
Write your thoughts;;;Живые мысли
Use a book, ink and a feather to craft a book and quill;;;Используйте книгу, чернильный мешок и перо для создания книги и пера
I'm gonna be sick!;;;Только бы не отравиться
Slurp every kind of suspicious stew;;;Съешьте каждый вид подозрительного супа
Serious Dedication;;;Терпение и труд
Completely use up a diamond hoe, and then reevaluate your life choices;;;Используйте алмазную мотыгу, пока она не сломается, а потом попробуйте переосмыслить свою жизнь
Spikey!;;;Колючка!
Run into a cactus;;;Побегите прямо в кактус
It's where nutella comes from;;;То, из чего создана Нутелла
Obtain some cocoa beans from a jungle;;;Заполучите немного какао-бобов с тропических деревьев
Castaway;;;Кораблекрушенец
Eat nothing but dried kelp for three in-game days;;;Не ешьте ничего, кроме сушёной ламинарии на протяжении трёх игровых дней
Pumpa kungen!;;;Король тыкв!
Carve a stack of pumpkins;;;Соберите стак вырезанных тыкв
Unmasked;;;Без маски
Shear the Pumpkin off of a Snow Golem to unveil their true face;;;Срежьте тыкву со снежного голема, чтобы раскрыть его истинное лицо
Ecologist;;;Эколог
Plant down all types of saplings;;;Посадите саженцы всех типов
Mega Mushroom;;;Грибоедово
Grow a giant mushroom and then harvest it with silk touch;;;Вырастите большой гриб, а затем соберите его частичку с помощью «Шёлкового касания»
Bake Bread;;;Хлеб насущный
Grow wheat and use it to bake bread;;;Вырастите пшеницу и приготовьте хлеб
Bapple!;;;Яблоко!
Crunch into an apple;;;Просто съешьте яблоко…
Disen Berry Berry Bad!;;;Несладкое чувство
Get stuck in a sweet berry bush. Oh, icky yucky goo!;;;Пораньтесь об куст сладких ягод
Come to the countryside!;;;Приезжайте в деревню!
Plant every single type of crop on farmland;;;Посадите все виды сельскохозяйственных культур на сельскохозяйственных угодьях
The Melon! The Melon! The Melon!;;;Арбуз! Арбуз! Арбузик!
Eat a melon. Be careful not to drop it over a cliff;;;Испытайте чудесный вкус арбуза
What's new with composting?;;;Что нового в компостировании?
Compost every type of compostable item in a Composter;;;Прокомпостируйте все возможные предметы в компостнице
An Apple a Day;;;Яблоко в день
Eat an Apple every day for 30 in-game days;;;Ешьте яблоко каждый день на протяжении 30 игровых дней.
Naturally Carved;;;Натуральный урожай
Harvest some spooky pumpkins;;;Соберите тыкву
24 Carrot Gold;;;Золотые зубы
Eat a golden carrot;;;Съешьте золотую морковь
Combine Harvester;;;Зерноуборочный комбайн
Use bone meal on everything that can be grown;;;Примените костную муку везде, где возможно
Foliage;;;Фолиаж
Use shears to pick up tall grass or ferns;;;Используйте ножницы, чтобы добыть траву или папоротник
Olaf;;;Олаф
Do you want to build a snow golem?;;;Может хотите построить снеговика?
Undersea Gardener;;;Подводный огородник
Craft a stack of dried kelp blocks;;;Создайте стак блоков сушёной ламинарии
Natural Fertiliser;;;Природное удобрение
Fill up a composter;;;Заполните компостницу
Not Today!;;;Не сегодня!
Eat a poisonous potato;;;Съешьте ядовитый картофель
Care For the Environment;;;Уход за окружающей средой
Plant down a sapling;;;Посадите саженец
Vegetarian;;;Вегетарианство
Eat every type of fruit, vegetables, and any sort of plant matter;;;Съешьте каждый фрукт, овощ и растение, доступные в игре
A Balanced Diet;;;Робин-Бобин
Eat everything that is edible, even if it's not good for you;;;Попробуйте всё съестное, даже если это не пойдёт Вам на пользу
A Seedy Place;;;Поле чудес
Plant a seed and watch it grow;;;Посадите в землю зерно и дождитесь, пока оно вырастет
Aquatic Biofuel;;;Аквабиотопливо
Craft a dried kelp block for use as a great fuel source;;;Создайте блок сушёной ламинарии, чтобы использовать в качестве топлива
It's a cactus!;;;Да это же… КАКТУС!
Break down a cactus in a desert;;;Разбейте кактус в пустыне
Hay there!;;;Сено здесь!
Craft a stack of hay blocks;;;Создайте стак блоков сена
Trimming the Treetops;;;Обрезание верхушек
Use shears to obtain leaf blocks;;;Используйте ножницы, чтобы получить блоки листвы
Sugar, Sugar;;;Сахар, сахар
Harvest some sugar cane from a river or ocean;;;Соберите немного тростника около водоёма
Shrooms;;;Грибник
Gather both types of mushroom;;;Соберите оба вида грибов
Ultra Hardcore;;;Ультрасложность
Craft and eat a normal golden apple;;;Создайте и съешьте золотое яблоко
One-course meal;;;Еда из одного блюда
Use bone meal to grow a sapling into a tree;;;Используйте костную муку, чтобы вырастить саженец в дерево
The Meloncholy Dane;;;Арбуз обыкновенный
Craft a stack of melon blocks;;;Создайте стак блоков из ломтиков арбуза
Inspector Gadget;;;Инспектор Гаджет
Kill a zombie while holding a spyglass;;;Убить зомби, держа в руках подзорную трубу
Weaponry;;;Во всеоружии
Indiana Jones;;;Индиана Джонс
Pull a monster using a fishing rod;;;Притяните монстра, используя удочку
When Pigs Finally Fly;;;Когда свиньи наконец летают
Pull a pig from 25 blocks below you and watch it go;;;Удочкой притяните свинью, находящуюся 25 блоками ниже Вас, а затем наблюдайте за результатом
Ol' Betsy;;;Точный выстрел
Shoot a crossbow;;;Выстрелите из арбалета
My eyes!;;;Мои глаза!
Kill a mob using a firework's explosion;;;Убейте моба при помощи взрыва от фейерверка
Take Aim;;;Точно в цель
Shoot something with a bow and arrow;;;Выстрелите в кого-нибудь из лука
Master Shieldsman;;;Мастер уклонений
Deflect an attack from every hostile monster;;;Отразите атаку каждого враждебного моба
Egging, Dude!;;;Эггинг, чувак!
Vandalise something with eggs;;;Забросайте кого-нибудь яйцами
Sniper Duel;;;Снайперская дуэль
Kill a skeleton with an arrow from more than 50 meters;;;Застрелите скелета с расстояния более 50 метров
A Throwaway Joke;;;Выброшенная шутка
Throw a trident at something. Note: Throwing away your only weapon is not a good idea;;;Бросьте Ваш трезубец во что-нибудь. Примечание: выбрасывать единственное оружие — плохая идея
Sir Knight;;;Сэр рыцарь
Use planks and iron to craft a shield;;;Используйте доски и железо для создания щита
Bow Spammer;;;Спамер
Attack a mob by bow-spamming;;;Атакуйте моба при помощи быстрой стрельбы (без сильного натягивания тетивы)
Slapfish;;;Дать леща
Slap a mob across the face with a fish;;;Ударьте моба по лицу рыбой
That is so fletch!;;;Призвание лучника
Craft a fletching table;;;Создайте стол лучника
It's time consuming;;;Это требует времени
Kill something using a clock;;;Убить что-нибудь или кого-нибудь с помощью часов
Shovel Knight;;;Лопатный воин
Hit a mob using all six types of shovels;;;Ударьте моба всеми шестью видами лопат
Shield Luck;;;Удача на Вашей стороне
Protect yourself from an enemy's attack with your shield;;;Защитите себя от атаки врага, прикрывшись щитом
Diemonds!;;;Смертельные алмазы
Hit a mob with diamonds;;;Ударьте моба алмазом
Who's the Pillager Now?;;;И кто теперь разбойник?
Give a Pillager a taste of their own medicine;;;Дайте разбойнику испробовать на вкус его же лекарства
Pig Fishing Tournament;;;Соревнование по ловле свинок
Pull a pig using a fishing rod;;;Притяните свинью при помощи удочки
There it goes…;;;Вот оно что¦
Kill a mob at the bottom of the world from the build limit using any kind of projectile;;;Убейте моба на дне мира из-за ограничения по сборке, используя любой вид снаряда
A snowball's chance in hell;;;Морозная сила
Defeat a Blaze using snowballs;;;Победите всполоха при помощи снежков
Flying Colors;;;Парящие цвета
Apply a banner (with no patterns) to your shield;;;Наложите флаг (без узоров) на свой щит
Backfire;;;Обратный огонь
Kill a Blaze using a Blaze Rod while both you and it are on fire;;;Убейте всполоха с помощью огненного жезла, пока он и Вы в огне
King of the Sea;;;Повелитель моря
Kill a drowned using a trident from at least 30 metres;;;Убейте утопленника с помощью трезубца с расстояния более 30 блоков
Revenge!;;;Месть!
Blow up a creeper with TNT;;;Взорвите крипера при помощи динамита
Bombs Away!;;;Взрывной привет
Use gunpowder and sand to craft TNT;;;Используйте порох и песок для создания динамита
Half Heart Life;;;На краю гибели
Be on half a heart of health for a minute;;;Продержитесь минуту с половиной сердца
Multiclassed;;;Мультиклассовый вояка
Hit a mob with every type of weapon;;;Ударьте моба каждым видом оружия
Point Blank;;;В упор
Shoot a mob from point-blank range;;;Выстрелите в моба с очень близкого расстояния
Fireworks Display;;;Спецэффекты
Use gunpowder and paper to craft fireworks;;;Используйте порох и бумагу для создания фейерверков
Loser!;;;Неудачник!
Die twice within ten seconds;;;Умрите дважды за десять секунд
Expelliarmus!;;;Экспеллиармус!
Hit a mob with a stick;;;Ударьте моба палкой
Demolitions Expert;;;Взрывотехник
Blow up every hostile mob with TNT;;;Взорвите каждого враждебного моба при помощи динамита
There's yolk on my head;;;Желток в голове
Catapult an egg onto a zombie's head;;;Катапультируйте яйцо прямо в голову зомби
Pyrotechnic;;;Пиротехник
Craft a firework of every shape and additional effect;;;Создайте фейерверк каждой формы и вспомогательного эффекта
Poseidon vs. Hades;;;Посейдон vs. Аид
Hunt all types of nether creatures with your trident;;;Убейте всех незерских существ при помощи трезубца
Explosive Fire;;;Взрывное пять
Load your crossbow with a firework;;;Зарядите арбалет фейерверком
Artillery;;;Артиллерия
Have nine loaded crossbows in your hotbar. All set!;;;Поместите девять заряженных арбалетов в слоты быстрого доступа!
Axeman;;;Озлобенный лесник
Attack a mob using all six types of axes;;;Сломайте все шесть видов топоров
X-Bow;;;Арбалетчик
Craft a crossbow using stick, spider string, iron and a hook;;;Создайте арбалет, используя палки, нити, железный слиток и крюк
The Mighty Hunter;;;Выдающийся охотник
Hunt all types of land animals with your bow;;;Убейте с лука на представителей всех видов наземных животных
The Aquatic Hunter;;;Морской охотник
Hunt all types of aquatic creatures with your trident;;;Поймайте все виды водных существ при помощи трезубца
Rock, Paper, Shears!;;;Камень, ножницы, бумага
Beat a zombie at rock, paper, shears;;;Бей зомби камнем, ножницами, бумагой
Viking;;;Викинг
Attack a mob using an axe;;;Атакуйте моба топором
Snowball Fight;;;Снежный бой
The spirit of Christmas... quickly drowned out by a battle;;;Дух Рождества… быстро заглушённый битвой
Who ya gonna call?;;;Охотник за призраками
Kill a ghast using a firework's explosion;;;Убейте гаста при помощи взрыва от фейерверка
Spleaf;;;Сплиф
Kill a mob using a shovel while both of you are standing on a Big Dripleaf;;;Убейте моба лопатой, пока вы оба стоите на большом мокром листе
Pressure Detector;;;Проверка давления
Use a pressure plate to craft a detector rail;;;Создайте рельсы с датчиком
Redstone;;;Редстоун
Bullseye;;;В яблочко!
Hit the bullseye of a Target Block with an arrow from 30 blocks away;;;Попадите прямо в яблочко мишени с расстояния 30 метров
Dispense With This;;;Я не жадный человек
Construct a dispenser;;;Создайте раздатчик
Repeating Repeater;;;Повторение — мать учения
Craft a redstone repeater for delaying signals;;;Создайте повторитель
The Incredible Sculk;;;Невероятный Скалк
Collect a stack of all sculk-related blocks;;;Соберите стак из всех блоков, связанных со скалком
Tripping Over;;;Спотыкаясь снова и снова
Place a line of string between two tripwire hooks, and trigger it;;;Проведите нитку между двумя крючками и нажмите на нее
Electric Rails;;;Энергорельсы
Making furnace minecarts completely useless;;;Делаем самоходные вагонетки бесполезными
Vibe Check;;;Проверка вибрации
Use Silk Touch to pick up a Sculk Sensor or find one among Ancient City treasure;;;Используйте Шелковое касание, чтобы собрать Скалк Сенсор или найти его среди сокровищ Древнего города
Railwayman;;;Железнодорожник
Craft a stack of all the different types of rails;;;Создайте по стаку всех видов рельс
Observer Buddy;;;Постоянное наблюдение
Craft an observer;;;Создайте наблюдатель
Sticky Parts;;;Липкий поршень
Craft a sticky piston so you can pull things;;;Создайте липкий поршень
Comparing Comparator;;;Сила сравнения
Craft a redstone comparator;;;Создайте редстоуновый компаратор
Sculker Box;;;Шалкер
Hold a Shulker Box that is completely filled with Sculk;;;Возмите в руку ящик Шаклкера, который полностью заполнен Скалком
Metal Plate;;;Металлическая пластина
Dinner time!;;;Время ужинать!
Travelling Bard;;;Путешествующий Бард
Play a Note Block in every type of biome;;;Сыграйте на нотном блоке во всех типах биомов
Moving Parts;;;Двигающиеся штуки
Craft a piston so you can push things;;;Создайте поршень, чтобы двигать блоки
Master Engineer;;;Мастер знает своё дело
Craft a stack of all types of redstone component;;;Создайте по стаку всего, что связано с редстоуном
Space Dropper;;;Выброси это!
Craft a dropper for item transportation;;;Создайте выбрасыватель
Mozart;;;Моцарт
Craft a note block;;;Создайте нотный блок
The Block of Eternal Screaming;;;Блок вечного крика
Use Silk Touch to pick up a Sculk Shrieker;;;Используйте Шелковое касание, чтобы собрать Скалк Крикуна
Monstrous Music;;;Монструозная музыка
Play Note Blocks with each type of mob head above it;;;Сыграйте на нотных блоках, установив над ними разные головы монстров
Quirky Quartz;;;Причудливый кварц
Mine Nether Quartz from the Nether;;;Добудьте кварц в Незере
Moving Storage;;;Передвижное хранилище
Put a chest in a minecart;;;Поместите сундук в вагонетку
Moving Moving Storage;;;Двойное передвижение
Put a hopper in a minecart;;;Поместите воронку в вагонетку
Space Hopper;;;Это моё
Craft a hopper for item transportation;;;Создайте воронку для транспортировки вещей
Monstrous Sacrifices;;;Чудовищные жертвоприношения
Kill every hostile monster near a Sculk Catalyst;;;Убейте каждого враждебного монстра рядом с Скалк катализатором
Target Acquired;;;Цель установлена
Put up a Target for archery practise;;;Поставьте мишень для стрельбы из лука
Mobile Explosion;;;Подвижный взрыв
Put TNT in a minecart;;;Поместите динамит в вагонетку
Powerful Light;;;Мощный свет
Craft and place a redstone torch;;;Создайте и разместите редстоуновый факел
All Aboard!;;;Начинаем посадку!
Craft and board a Minecart for railway journeys;;;Создайте и сядьте на вагонетку для путешествий по железной дороге
Troll Chest;;;Сундук тролля
Trigger a trapped chest. Good for trolling your friends!;;;Активируйте сундук-ловушку. Неплохо для троллинга друзей!
Bling Plate;;;Сверкающая пластина
Dine in style! (No, not really);;;Сверкай со стилем! (нет, на самом деле нет, вовсе нет)
Cataclyst;;;Катализатор
Kill a Wither near a Sculk Catalyst to unleash a large explosion of sculk;;;Убейте Визера возле Скал катализатора, чтобы высвободить большой взрыв
Click!;;;Клик!
Place and push a button;;;Поместите и нажмите на кнопку
Take Notes;;;Делать заметки
Tune a Note Block through every possible note;;;Настройте нотный блок через каждую возможную ноту
On A Rail;;;В путь!
Travel by Minecart in a straight line to at least 1 km from where you started;;;Пропутешествуйте на вагонетке по прямой, не менее чем на 1 км
Solar Power;;;Солнечная сила
Craft a daylight sensor;;;Создайте датчик дневного света
Calibration Sensation;;;Чувство калибровки
Craft a Calibrated Sculk Sensor using Amethyst Shards;;;Создайте откалиброванный скалк-сенсор используя осколки аметиста
The Power of Books;;;Сила книг
Read the power signal of a Chiseled Bookshelf using a comparator;;;Считайте сигнал мощности резной книжной полки с помощью компаратора.
Under Pressure;;;Под давлением
Step on a pressure plate;;;Станьте на нажимную плиту
Quartz Miner;;;Кварцевый бум
Mine enough nether quartz to craft a stack of quartz blocks;;;Добудьте достаточно кварца и создайте стак кварцевых блоков
Target Practise;;;Практика метания
Hit a Target with all types of projectiles;;;Попадите в мишень всеми видами снарядов
Noteworthy;;;Заслуживающий внимания
Play every possible instrument on a Note Block;;;Играйте на всех возможных инструментах на нотном блоке
Fuel Engine;;;Топливный двигатель
Craft a Minecart with Furnace and use coal or charcoal to send it chugging;;;Создайте вагонетку с печью и используйте уголь или древесный уголь, чтобы заставить её пыхтеть
Engineer;;;Я у мамы инженер
Craft all types of redstone component;;;Создайте всё, что связано с редстоуном
Leveraging Synergy;;;Волшебная синергия
Flick a lever;;;Щёлкните рычагом
Country Lode, Take Me Home;;;Путеводный камень
Use a Compass on a Lodestone;;;Настройте компас на магнетит
Nether;;;Незер
Legend of Hell Chicken Riders;;;Легенда о куриных всадниках
Kill a chicken jockey in the nether;;;Убейте куриного наездника в Незере
Diamonds Are Not Forever;;;Алмазы не вечны
Use Gold Ingots and Netherite Scrap to make a Netherite Ingot;;;Используйте золотые слитки и незеритовый лом для создания незеритового слитка
Stem Research;;;Исследование ствола
Attack a huge Nether Fungi until a stem pops out;;;Рубите огромные незерские грибки, пока не выпадет стебель
Netherite Miner;;;Незеритодобытчик
Mine a stack of Ancient Debris;;;Добудьте стак древних обломков
What about Corruption Planks?;;;А может, испорченные доски?
Craft every item made out of crimson wood;;;Создайте каждый предмет из багровых досок
Netherite Mad Lad;;;Незеритовый безумец
Be an absolute madlad and grind enough Ancient Debris to make a stack of Netherite Blocks (this is hidden and not required for Advancement Legend btw…);;;Будьте абсолютным безумцем и переплавьте достаточно древних обломков, чтобы собрать стак блоков незерита (это скрыто и не требуется для Легенды сего мира, кстати…)
Don't Blink;;;Не моргайте
Climb on some Weeping Vines in a Crimson Forest;;;Взберитесь на плакучую лозу в багровом лесу
Feels Like Home;;;Чувствуй себя как дома
Take a Strider for a loooong ride on a lava lake in the Overworld;;;Пройдите 50 метров на Лавомерке по поверхности лавы
Jenga;;;Дженга
Ride a Strider riding another Strider riding a boat riding a minecart;;;Оседлайте лавамерку, которая стоит на лавамерке, сидящая в лодке, которая находится на вагонетке
Bring Down The Beast;;;Усмирение зверя
Bring down a ghast with a sword;;;Одолейте гаста с помощью меча
When Hoglins Breed;;;Когда хоглины размножаются
Breed a baby Hoglin using Crimson Fungi;;;Размножьте маленького хоглина при помощи багрового гриба
Fire Blast Shield;;;Не в этот раз, не в этом мире!
Block the explosion of a ghast's fireball;;;Защититесь от огненного шара гаста, прикрывшись щитом
Basis of Brewing;;;Основы зельеварения
Harvest some nether wart from a nether fortress;;;Соберите немного наростов из Незера
The Nether's Shield;;;Особая защита
Block some blaze fireballs;;;Отразите огненные снаряды всполоха, прикрывшись щитом
The Hunt Begins;;;Охота только начинается
Kill a wither skeleton;;;Убейте визер-скелета
Quicksand;;;Ненасытные души
You sink like quicksand and move slow like mud;;;Вы проваливаетесь в него и двигаетесь, словно в грязи
Nugget in a Biscuit;;;Происхождение золота
Mine Nether Gold Ore for a pile of gold nuggets;;;Добудьте незерскую золотую руду ради получения золотых самородков
MOAR Upgraded Tools;;;БОЛЬШЕ прочных инструментов
Craft a Netherite Pickaxe, Axe, Shovel and Hoe;;;Создайте незеритовые кирку, топор, лопату и мотыгу
Bring Home the Beacon;;;Желанный свет
Construct and place a Beacon;;;Постройте и установите маяк
Those Were the Days;;;Наф-Наф тут больше не живёт
Fight your way into a Bastion Remnant;;;Посетите развалины бастиона
Into Fire;;;В полымя
Relieve a Blaze of its rod;;;Получите огненный стержень
Nether Say Die;;;Незер велит умереть
Excavate out some Ancient Debris from deep beneath the lava oceans;;;Выкопайте древние обломки из глубин океанов лавы
Nether Rock Collection;;;Коллекция незерских камней
Mine a stack of Netherrack, Basalt, Blackstone and Magma in the Nether;;;Добудьте стак адского камня, базальта, чернита и магма блоков в Незере
What a Fungi!;;;Что за поганка!
Pick up Crimson or Warped Fungus;;;Подберите багровый или искажённый гриб
Beaconator;;;Маяковский
Bring a beacon to full power;;;Доведите маяк до полной мощности
Gilded Miner;;;Позолоченный шахтёр
Mine a stack of Gilded Blackstone from Bastion Remnants;;;Добудьте стак золочёного чернита в развалинах бастиона
Mining;;;Шахтёрское ремесло
Beacon Overlord;;;Повелитель маяка
